date_collected,redcap_event_name,date_collected_complete,rainfall_hobo,temp_mean_hobo,temp_min_hobo,temp_max_hobo,rh_mean_hobo,rh_min_hobo,rh_max_hobo,dewpt_mean_hobo,dewpt_min_hobo,dewpt_max_hobo,hobo_complete
2019-09-05,ukunda_arm_1,2,,25.5,24.8,26.9,,,,,,,2
2019-09-05,ukunda_dispensary_arm_1,2,,26.2,25.8,26.8,,,,,,,2
2019-09-05,msambweni_arm_1,2,,24.8,24.6,25.0,,,,,,,2
2019-09-05,msambweni_insectar_arm_1,2,,28.7,28.5,29.0,74.7,74.1,75.1,,,,2
2019-09-06,ukunda_arm_1,2,,27.6,22.5,34.7,,,,,,,2
2019-09-06,ukunda_dispensary_arm_1,2,,27.0,23.9,31.5,,,,,,,2
2019-09-06,msambweni_arm_1,2,,28.2,22.3,35.1,,,,,,,2
2019-09-06,msambweni_insectar_arm_1,2,,28.7,27.5,30.3,72.9,69.9,75.9,,,,2
2019-09-07,ukunda_arm_1,2,,27.1,22.2,33.8,,,,,,,2
2019-09-07,ukunda_dispensary_arm_1,2,,26.7,23.6,31.0,,,,,,,2
2019-09-07,msambweni_arm_1,2,,27.1,23.0,32.2,,,,,,,2
2019-09-07,msambweni_insectar_arm_1,2,,27.8,26.8,28.6,73.2,68.4,78.8,,,,2
2019-09-08,ukunda_arm_1,2,,26.4,22.9,31.3,,,,,,,2
2019-09-08,ukunda_dispensary_arm_1,2,,26.0,23.4,29.0,,,,,,,2
2019-09-08,msambweni_arm_1,2,7.4,25.8,23.3,30.7,,,,,,,2
2019-09-08,msambweni_insectar_arm_1,2,,26.7,26.2,27.8,77.4,72.2,82.8,,,,2
2019-09-09,ukunda_arm_1,2,11.7,24.5,22.2,31.1,,,,,,,2
2019-09-09,ukunda_dispensary_arm_1,2,,24.5,23.0,28.5,,,,,,,2
2019-09-09,msambweni_arm_1,2,22.4,24.5,22.2,30.1,,,,,,,2
2019-09-09,msambweni_insectar_arm_1,2,,25.6,25.0,26.1,82.9,78.0,87.3,,,,2
2019-09-10,ukunda_arm_1,2,14.2,25.1,21.3,34.0,,,,,,,2
2019-09-10,ukunda_dispensary_arm_1,2,,24.7,22.0,29.9,,,,,,,2
2019-09-10,msambweni_arm_1,2,18.3,24.9,22.0,31.0,,,,,,,2
2019-09-10,msambweni_insectar_arm_1,2,,25.2,24.4,25.9,85.8,83.3,88.5,,,,2
2019-09-11,ukunda_arm_1,2,3.6,26.7,22.0,33.7,,,,,,,2
2019-09-11,ukunda_dispensary_arm_1,2,,26.0,22.8,30.8,,,,,,,2
2019-09-11,msambweni_arm_1,2,0.5,26.7,22.1,34.4,,,,,,,2
2019-09-11,msambweni_insectar_arm_1,2,,26.4,24.8,28.2,83.5,76.9,89.2,,,,2
2019-09-12,ukunda_arm_1,2,0.0,27.3,21.8,35.2,,,,,,,2
2019-09-12,ukunda_dispensary_arm_1,2,,26.6,23.1,31.7,,,,,,,2
2019-09-12,msambweni_arm_1,2,0.0,27.0,21.9,33.7,,,,,,,2
2019-09-12,msambweni_insectar_arm_1,2,,27.2,25.7,28.6,80.5,76.7,86.2,,,,2
2019-09-13,ukunda_arm_1,2,10.9,26.5,22.8,33.7,,,,,,,2
2019-09-13,ukunda_dispensary_arm_1,2,,26.3,23.7,30.8,,,,,,,2
2019-09-13,msambweni_arm_1,2,0.8,27.1,22.8,33.7,,,,,,,2
2019-09-13,msambweni_insectar_arm_1,2,,27.4,26.4,28.2,81.3,79.0,85.6,,,,2
2019-09-14,ukunda_arm_1,2,1.3,27.4,23.0,34.3,,,,,,,2
2019-09-14,ukunda_dispensary_arm_1,2,,26.8,24.2,30.9,,,,,,,2
2019-09-14,msambweni_arm_1,2,0.3,28.6,23.6,36.0,,,,,,,2
2019-09-14,msambweni_insectar_arm_1,2,,28.0,26.6,29.8,80.2,75.0,84.6,,,,2
2019-09-15,ukunda_arm_1,2,0.0,27.7,22.8,33.8,,,,,,,2
2019-09-15,ukunda_dispensary_arm_1,2,,27.0,24.1,31.1,,,,,,,2
2019-09-15,msambweni_arm_1,2,0.0,28.2,24.2,35.1,,,,,,,2
2019-09-15,msambweni_insectar_arm_1,2,,27.9,27.0,29.0,78.5,75.3,81.6,,,,2
2019-09-16,ukunda_arm_1,2,0.0,27.1,22.2,34.3,,,,,,,2
2019-09-16,ukunda_dispensary_arm_1,2,,26.7,23.7,31.0,,,,,,,2
2019-09-16,msambweni_arm_1,2,1.3,26.9,22.6,33.8,,,,,,,2
2019-09-16,msambweni_insectar_arm_1,2,,27.8,26.8,28.8,76.4,72.0,80.5,,,,2
2019-09-17,ukunda_arm_1,2,0.0,27.2,21.4,35.0,,,,,,,2
2019-09-17,ukunda_dispensary_arm_1,2,,26.7,22.9,32.2,,,,,,,2
2019-09-17,msambweni_arm_1,2,0.0,28.0,21.4,36.1,,,,,,,2
2019-09-17,msambweni_insectar_arm_1,2,,27.9,26.5,29.1,75.8,72.6,80.8,,,,2
2019-09-18,ukunda_arm_1,2,0.0,27.0,21.5,34.8,,,,,,,2
2019-09-18,ukunda_dispensary_arm_1,2,,26.6,23.1,31.9,,,,,,,2
2019-09-18,msambweni_arm_1,2,0.0,27.5,21.3,34.3,,,,,,,2
2019-09-18,msambweni_insectar_arm_1,2,,28.1,26.7,29.3,74.7,70.0,80.1,,,,2
2019-09-19,ukunda_arm_1,2,0.0,26.8,22.3,34.2,,,,,,,2
2019-09-19,ukunda_dispensary_arm_1,2,,26.7,23.8,31.4,,,,,,,2
2019-09-19,msambweni_arm_1,2,0.0,27.4,22.5,33.8,,,,,,,2
2019-09-19,msambweni_insectar_arm_1,2,,28.0,26.8,28.9,74.4,71.3,78.2,,,,2
2019-09-20,ukunda_arm_1,2,0.0,27.5,22.7,34.5,,,,,,,2
2019-09-20,ukunda_dispensary_arm_1,2,,26.9,23.7,31.4,,,,,,,2
2019-09-20,msambweni_arm_1,2,0.0,27.8,21.8,34.6,,,,,,,2
2019-09-20,msambweni_insectar_arm_1,2,,28.2,26.7,29.4,74.0,68.6,78.8,,,,2
2019-09-21,ukunda_arm_1,2,0.0,27.6,22.0,35.1,,,,,,,2
2019-09-21,ukunda_dispensary_arm_1,2,,27.1,23.6,31.8,,,,,,,2
2019-09-21,msambweni_arm_1,2,0.0,28.5,21.7,36.7,,,,,,,2
2019-09-21,msambweni_insectar_arm_1,2,,28.5,26.9,30.1,73.5,68.9,79.1,,,,2
2019-09-22,ukunda_arm_1,2,0.0,27.5,21.4,35.2,,,,,,,2
2019-09-22,ukunda_dispensary_arm_1,2,,27.0,23.3,31.6,,,,,,,2
2019-09-22,msambweni_arm_1,2,0.0,28.0,21.5,36.1,,,,,,,2
2019-09-22,msambweni_insectar_arm_1,2,,28.1,27.0,29.0,73.5,70.8,77.6,,,,2
2019-09-23,ukunda_arm_1,2,0.3,28.0,22.7,34.1,,,,,,,2
2019-09-23,ukunda_dispensary_arm_1,2,,27.3,24.3,31.2,,,,,,,2
2019-09-23,msambweni_arm_1,2,0.0,29.4,24.4,37.5,,,,,,,2
2019-09-23,msambweni_insectar_arm_1,2,,29.1,27.4,31.1,71.2,63.6,77.3,,,,2
2019-09-24,ukunda_arm_1,2,3.3,27.7,22.4,34.4,,,,,,,2
2019-09-24,ukunda_dispensary_arm_1,2,,27.0,23.9,30.9,,,,,,,2
2019-09-24,msambweni_arm_1,2,0.0,28.9,23.3,37.6,,,,,,,2
2019-09-24,msambweni_insectar_arm_1,2,,29.5,28.1,30.5,70.8,68.5,74.2,,,,2
2019-09-25,ukunda_arm_1,2,10.4,26.3,23.4,32.7,,,,,,,2
2019-09-25,ukunda_dispensary_arm_1,2,,26.1,24.3,29.4,,,,,,,2
2019-09-25,msambweni_arm_1,2,8.4,27.1,24.4,32.4,,,,,,,2
2019-09-25,msambweni_insectar_arm_1,2,,28.3,27.6,29.3,76.2,71.8,80.8,,,,2
2019-09-26,ukunda_arm_1,2,10.9,26.5,23.0,32.5,,,,,,,2
2019-09-26,ukunda_dispensary_arm_1,2,,26.1,23.7,29.6,,,,,,,2
2019-09-26,msambweni_arm_1,2,41.4,26.8,23.6,31.9,,,,,,,2
2019-09-26,msambweni_insectar_arm_1,2,,27.4,26.8,28.1,81.4,78.7,85.1,,,,2
2019-09-27,ukunda_arm_1,2,2.3,27.0,24.3,34.0,,,,,,,2
2019-09-27,ukunda_dispensary_arm_1,2,,26.6,24.9,30.3,,,,,,,2
2019-09-27,msambweni_arm_1,2,0.0,27.8,24.4,32.2,,,,,,,2
2019-09-27,msambweni_insectar_arm_1,2,,27.7,27.0,28.4,76.8,73.5,79.8,,,,2
2019-09-28,ukunda_arm_1,2,0.0,26.5,21.2,34.1,,,,,,,2
2019-09-28,ukunda_dispensary_arm_1,2,,26.1,22.8,30.7,,,,,,,2
2019-09-28,msambweni_arm_1,2,0.0,27.0,21.6,34.3,,,,,,,2
2019-09-28,msambweni_insectar_arm_1,2,,27.5,26.1,28.4,75.8,71.3,81.6,,,,2
2019-09-29,ukunda_arm_1,2,0.0,27.2,21.9,34.5,,,,,,,2
2019-09-29,ukunda_dispensary_arm_1,2,,26.6,23.6,30.7,,,,,,,2
2019-09-29,msambweni_arm_1,2,0.0,27.9,23.7,34.7,,,,,,,2
2019-09-29,msambweni_insectar_arm_1,2,,27.6,26.4,28.5,79.5,76.4,82.8,,,,2
2019-09-30,ukunda_arm_1,2,5.1,27.4,23.8,34.9,,,,,,,2
2019-09-30,ukunda_dispensary_arm_1,2,,26.9,24.9,30.9,,,,,,,2
2019-09-30,msambweni_arm_1,2,6.9,27.7,24.4,35.1,,,,,,,2
2019-09-30,msambweni_insectar_arm_1,2,,28.0,27.1,29.5,84.3,81.1,89.9,,,,2
2019-10-01,ukunda_arm_1,2,14.2,26.9,24.1,33.2,,,,,,,2
2019-10-01,ukunda_dispensary_arm_1,2,,26.5,25.0,29.9,,,,,,,2
2019-10-01,msambweni_arm_1,2,9.9,27.9,24.7,36.0,,,,,,,2
2019-10-01,msambweni_insectar_arm_1,2,,28.2,27.2,29.6,84.9,81.1,90.7,,,,2
2019-10-02,ukunda_arm_1,2,4.3,28.1,23.3,34.9,,,,,,,2
2019-10-02,ukunda_dispensary_arm_1,2,,27.3,24.8,31.5,,,,,,,2
2019-10-02,msambweni_arm_1,2,0.3,29.3,24.4,36.7,,,,,,,2
2019-10-02,msambweni_insectar_arm_1,2,,29.2,27.7,30.6,78.9,73.5,84.1,,,,2
2019-10-03,ukunda_arm_1,2,37.3,25.1,22.7,33.5,,,,,,,2
2019-10-03,ukunda_dispensary_arm_1,2,,25.4,24.2,28.8,,,,,,,2
2019-10-03,msambweni_arm_1,2,67.3,25.6,23.9,32.1,,,,,,,2
2019-10-03,msambweni_insectar_arm_1,2,,27.4,26.5,29.3,83.4,75.3,87.9,,,,2
2019-10-04,ukunda_arm_1,2,3.8,27.4,22.6,35.3,,,,,,,2
2019-10-04,ukunda_dispensary_arm_1,2,,26.7,23.6,30.7,,,,,,,2
2019-10-04,msambweni_arm_1,2,8.6,28.5,24.3,35.2,,,,,,,2
2019-10-04,msambweni_insectar_arm_1,2,,27.4,26.0,29.1,83.0,75.8,88.6,,,,2
2019-10-05,ukunda_arm_1,2,51.1,24.1,22.3,26.9,,,,,,,2
2019-10-05,ukunda_dispensary_arm_1,2,,24.6,23.6,26.3,,,,,,,2
2019-10-05,msambweni_arm_1,2,45.7,25.4,23.0,32.4,,,,,,,2
2019-10-05,msambweni_insectar_arm_1,2,,26.9,26.2,27.7,83.6,79.1,87.3,,,,2
2019-10-06,ukunda_arm_1,2,9.4,27.2,22.4,33.8,,,,,,,2
2019-10-06,ukunda_dispensary_arm_1,2,,26.5,23.3,31.5,,,,,,,2
2019-10-06,msambweni_arm_1,2,17.3,27.7,23.3,33.8,,,,,,,2
2019-10-06,msambweni_insectar_arm_1,2,,27.1,26.3,28.1,84.6,80.8,88.6,,,,2
2019-10-07,ukunda_arm_1,2,0.3,28.1,22.2,36.7,,,,,,,2
2019-10-07,ukunda_dispensary_arm_1,2,,27.0,23.3,32.1,,,,,,,2
2019-10-07,msambweni_arm_1,2,0.8,28.1,21.8,35.6,,,,,,,2
2019-10-07,msambweni_insectar_arm_1,2,,28.0,26.4,29.8,78.4,74.0,83.2,,,,2
2019-10-08,ukunda_arm_1,2,4.1,27.2,23.7,33.1,,,,,,,2
2019-10-08,ukunda_dispensary_arm_1,2,,26.8,24.5,30.6,,,,,,,2
2019-10-08,msambweni_arm_1,2,4.1,26.5,23.6,31.8,,,,,,,2
2019-10-08,msambweni_insectar_arm_1,2,,27.6,27.1,28.1,79.2,74.9,85.1,,,,2
2019-10-09,ukunda_arm_1,2,12.7,27.6,23.8,35.6,,,,,,,2
2019-10-09,ukunda_dispensary_arm_1,2,,26.7,24.6,30.4,,,,,,,2
2019-10-09,msambweni_arm_1,2,16.3,27.1,23.6,33.2,,,,,,,2
2019-10-09,msambweni_insectar_arm_1,2,,27.6,26.6,28.9,84.5,79.3,87.9,,,,2
2019-10-10,ukunda_arm_1,2,4.1,28.1,23.0,36.1,,,,,,,2
2019-10-10,ukunda_dispensary_arm_1,2,,27.3,24.1,32.3,,,,,,,2
2019-10-10,msambweni_arm_1,2,0.5,29.1,22.7,37.7,,,,,,,2
2019-10-10,msambweni_insectar_arm_1,2,,28.3,26.6,29.9,81.6,77.1,86.7,,,,2
2019-10-11,ukunda_arm_1,2,2.3,27.6,24.2,34.6,,,,,,,2
2019-10-11,ukunda_dispensary_arm_1,2,,27.3,25.3,32.0,,,,,,,2
2019-10-11,msambweni_arm_1,2,5.3,28.2,24.6,34.8,,,,,,,2
2019-10-11,msambweni_insectar_arm_1,2,,28.8,27.8,30.0,81.7,78.3,85.6,,,,2
2019-10-12,ukunda_arm_1,2,35.6,26.7,23.1,36.0,,,,,,,2
2019-10-12,ukunda_dispensary_arm_1,2,,26.3,24.1,32.5,,,,,,,2
2019-10-12,msambweni_arm_1,2,68.1,26.5,23.7,36.5,,,,,,,2
2019-10-12,msambweni_insectar_arm_1,2,,27.8,26.7,29.5,82.2,77.7,85.1,,,,2
2019-10-13,ukunda_arm_1,2,10.9,26.9,22.7,34.0,,,,,,,2
2019-10-13,ukunda_dispensary_arm_1,2,,26.4,23.5,30.5,,,,,,,2
2019-10-13,msambweni_arm_1,2,31.8,27.5,22.8,35.5,,,,,,,2
2019-10-13,msambweni_insectar_arm_1,2,,27.0,25.6,29.1,85.6,81.9,90.7,,,,2
2019-10-14,ukunda_arm_1,2,1.5,27.9,22.7,34.7,,,,,,,2
2019-10-14,ukunda_dispensary_arm_1,2,,27.2,23.8,31.9,,,,,,,2
2019-10-14,msambweni_arm_1,2,48.0,28.3,23.4,34.7,,,,,,,2
2019-10-14,msambweni_insectar_arm_1,2,,27.8,26.5,29.1,83.0,78.0,87.9,,,,2
2019-10-15,ukunda_arm_1,2,0.0,28.2,23.4,36.3,,,,,,,2
2019-10-15,ukunda_dispensary_arm_1,2,,27.6,24.6,32.7,,,,,,,2
2019-10-15,msambweni_arm_1,2,0.0,28.4,23.7,35.1,,,,,,,2
2019-10-15,msambweni_insectar_arm_1,2,,28.8,27.6,29.7,77.1,72.3,81.9,,,,2
2019-10-16,ukunda_arm_1,2,3.6,26.6,23.2,35.2,,,,,,,2
2019-10-16,ukunda_dispensary_arm_1,2,,26.5,24.4,32.4,,,,,,,2
2019-10-16,msambweni_arm_1,2,25.1,27.2,23.8,34.9,,,,,,,2
2019-10-16,msambweni_insectar_arm_1,2,,28.6,27.8,29.6,79.0,76.6,82.8,,,,2
2019-10-17,ukunda_arm_1,2,27.9,25.2,22.2,31.6,,,,,,,2
2019-10-17,ukunda_dispensary_arm_1,2,,24.9,22.8,28.0,,,,,,,2
2019-10-17,msambweni_arm_1,2,47.0,25.9,23.3,32.7,,,,,,,2
2019-10-17,msambweni_insectar_arm_1,2,,27.1,26.6,28.0,82.9,80.4,86.2,,,,2
2019-10-18,ukunda_arm_1,2,14.0,26.5,22.4,34.4,,,,,,,2
2019-10-18,ukunda_dispensary_arm_1,2,,26.0,23.2,30.7,,,,,,,2
2019-10-18,msambweni_arm_1,2,0.0,27.4,23.1,34.1,,,,,,,2
2019-10-18,msambweni_insectar_arm_1,2,,27.0,25.7,28.3,82.8,77.5,85.6,,,,2
2019-10-19,ukunda_arm_1,2,0.0,26.7,22.2,34.2,,,,,,,2
2019-10-19,ukunda_dispensary_arm_1,2,,26.5,23.4,31.3,,,,,,,2
2019-10-19,msambweni_arm_1,2,8.9,27.5,24.5,33.5,,,,,,,2
2019-10-19,msambweni_insectar_arm_1,2,,27.8,27.0,28.9,83.2,81.1,86.7,,,,2
2019-10-20,ukunda_arm_1,2,0.0,27.2,22.9,34.4,,,,,,,2
2019-10-20,ukunda_dispensary_arm_1,2,,26.8,24.0,31.8,,,,,,,2
2019-10-20,msambweni_arm_1,2,3.6,26.7,22.9,34.8,,,,,,,2
2019-10-20,msambweni_insectar_arm_1,2,,27.7,27.0,28.5,83.2,81.9,85.6,,,,2
2019-10-21,ukunda_arm_1,2,0.0,28.0,23.0,35.5,,,,,,,2
2019-10-21,ukunda_dispensary_arm_1,2,,27.3,24.1,31.7,,,,,,,2
2019-10-21,msambweni_arm_1,2,1.0,29.2,23.0,36.7,,,,,,,2
2019-10-21,msambweni_insectar_arm_1,2,,28.0,26.8,29.2,82.5,79.3,85.6,,,,2
2019-10-22,ukunda_arm_1,2,0.0,28.7,23.5,35.0,,,,,,,2
2019-10-22,ukunda_dispensary_arm_1,2,,27.9,24.6,32.3,,,,,,,2
2019-10-22,msambweni_arm_1,2,0.3,29.4,23.5,36.8,,,,,,,2
2019-10-22,msambweni_insectar_arm_1,2,,29.2,27.8,30.7,80.3,77.3,83.6,,,,2
2019-10-23,ukunda_arm_1,2,0.0,29.1,24.4,35.5,,,,,,,2
2019-10-23,ukunda_dispensary_arm_1,2,,28.3,25.5,32.6,,,,,,,2
2019-10-23,msambweni_arm_1,2,0.0,30.1,24.4,38.0,,,,,,,2
2019-10-23,msambweni_insectar_arm_1,2,,30.4,28.6,32.2,77.7,71.2,82.3,,,,2
2019-10-24,ukunda_arm_1,2,1.3,28.6,24.3,36.2,,,,,,,2
2019-10-24,ukunda_dispensary_arm_1,2,,27.9,24.6,31.3,,,,,,,2
2019-10-24,msambweni_arm_1,2,17.5,30.3,25.8,38.4,,,,,,,2
2019-10-24,msambweni_insectar_arm_1,2,,30.4,29.4,31.3,78.1,73.0,83.1,,,,2
2019-10-25,ukunda_arm_1,2,,28.8,25.2,34.3,,,,,,,2
2019-10-25,ukunda_dispensary_arm_1,2,,27.9,26.0,31.4,,,,,,,2
2019-10-25,msambweni_arm_1,2,14.0,26.1,25.3,27.5,,,,,,,2
2019-10-25,msambweni_insectar_arm_1,2,,29.9,29.3,30.6,80.2,76.2,83.6,,,,2
2019-10-26,ukunda_dispensary_arm_1,2,,27.5,24.4,32.2,,,,,,,2
2019-10-26,msambweni_arm_1,2,,28.8,23.8,35.8,,,,,,,2
2019-10-27,ukunda_dispensary_arm_1,2,,25.2,24.4,27.8,,,,,,,2
2019-10-27,msambweni_arm_1,2,39.1,25.1,23.8,30.7,,,,,,,2
2019-10-28,ukunda_dispensary_arm_1,2,,27.4,24.2,32.1,,,,,,,2
2019-10-28,msambweni_arm_1,2,4.1,29.1,23.5,37.7,,,,,,,2
2019-10-29,ukunda_dispensary_arm_1,2,,28.3,24.4,33.0,,,,,,,2
2019-10-29,msambweni_arm_1,2,0.0,30.5,23.8,38.5,,,,,,,2
2019-10-30,ukunda_dispensary_arm_1,2,,28.4,26.2,31.9,,,,,,,2
2019-10-30,msambweni_arm_1,2,0.3,30.7,26.0,37.8,,,,,,,2
2019-10-31,ukunda_dispensary_arm_1,2,,28.8,25.0,33.0,,,,,,,2
2019-10-31,msambweni_arm_1,2,0.3,29.9,23.8,36.5,,,,,,,2
2019-11-01,ukunda_dispensary_arm_1,2,,27.8,24.4,32.7,,,,,,,2
2019-11-01,msambweni_arm_1,2,0.0,29.0,24.5,36.0,,,,,,,2
2019-11-02,ukunda_dispensary_arm_1,2,,27.6,24.0,32.3,,,,,,,2
2019-11-02,msambweni_arm_1,2,0.0,28.8,22.3,37.6,,,,,,,2
2019-11-03,ukunda_dispensary_arm_1,2,,28.4,24.8,33.2,,,,,,,2
2019-11-03,msambweni_arm_1,2,0.0,29.4,23.2,36.5,,,,,,,2
2019-11-04,ukunda_dispensary_arm_1,2,,28.7,25.0,33.3,,,,,,,2
2019-11-04,msambweni_arm_1,2,0.0,30.1,23.1,37.3,,,,,,,2
2019-11-05,ukunda_dispensary_arm_1,2,,28.8,25.5,33.4,,,,,,,2
2019-11-05,msambweni_arm_1,2,0.0,29.8,24.3,36.9,,,,,,,2
2019-11-06,ukunda_dispensary_arm_1,2,,27.4,24.3,32.3,,,,,,,2
2019-11-06,msambweni_arm_1,2,53.6,27.7,23.8,34.1,,,,,,,2
2019-11-07,ukunda_dispensary_arm_1,2,,28.2,24.4,32.4,,,,,,,2
2019-11-07,msambweni_arm_1,2,1.8,29.3,23.7,36.6,,,,,,,2
2019-11-08,ukunda_dispensary_arm_1,2,,28.9,25.1,33.6,,,,,,,2
2019-11-08,msambweni_arm_1,2,0.0,30.4,23.4,38.7,,,,,,,2
2019-11-09,ukunda_dispensary_arm_1,2,,28.2,25.7,32.3,,,,,,,2
2019-11-09,msambweni_arm_1,2,13.7,28.6,25.1,36.1,,,,,,,2
2019-11-10,ukunda_dispensary_arm_1,2,,28.2,24.6,32.5,,,,,,,2
2019-11-10,msambweni_arm_1,2,12.4,29.5,24.5,37.8,,,,,,,2
2019-11-11,ukunda_dispensary_arm_1,2,,27.5,25.0,31.8,,,,,,,2
2019-11-11,msambweni_arm_1,2,10.9,28.7,24.4,37.1,,,,,,,2
2019-11-12,ukunda_dispensary_arm_1,2,,26.2,24.4,28.5,,,,,,,2
2019-11-12,msambweni_arm_1,2,0.3,27.5,24.9,30.6,,,,,,,2
2019-11-13,ukunda_dispensary_arm_1,2,,26.3,24.5,30.4,,,,,,,2
2019-11-13,msambweni_arm_1,2,6.9,27.8,24.5,35.8,,,,,,,2
2019-11-14,ukunda_dispensary_arm_1,2,,28.1,24.3,32.8,,,,,,,2
2019-11-14,msambweni_arm_1,2,0.0,30.2,23.2,38.5,,,,,,,2
2019-11-15,ukunda_dispensary_arm_1,2,,29.1,25.3,33.8,,,,,,,2
2019-11-15,msambweni_arm_1,2,0.0,30.4,23.8,38.2,,,,,,,2
2019-11-16,ukunda_dispensary_arm_1,2,,29.0,26.4,33.2,,,,,,,2
2019-11-16,msambweni_arm_1,2,0.0,30.7,25.1,38.0,,,,,,,2
2019-11-17,ukunda_dispensary_arm_1,2,,28.9,26.3,32.9,,,,,,,2
2019-11-17,msambweni_arm_1,2,0.0,30.7,24.5,37.7,,,,,,,2
2019-11-18,ukunda_dispensary_arm_1,2,,28.9,26.5,32.2,,,,,,,2
2019-11-18,msambweni_arm_1,2,0.0,30.5,25.8,37.9,,,,,,,2
2019-11-19,ukunda_dispensary_arm_1,2,,29.4,26.5,33.3,,,,,,,2
2019-11-19,msambweni_arm_1,2,0.0,30.4,25.4,39.2,,,,,,,2
2019-11-20,ukunda_dispensary_arm_1,2,,27.8,25.9,33.2,,,,,,,2
2019-11-20,msambweni_arm_1,2,4.1,28.5,25.2,37.7,,,,,,,2
2019-11-21,ukunda_dispensary_arm_1,2,,28.6,24.9,33.4,,,,,,,2
2019-11-21,msambweni_arm_1,2,0.0,29.9,23.9,36.8,,,,,,,2
2019-11-22,ukunda_dispensary_arm_1,2,,29.1,25.5,33.6,,,,,,,2
2019-11-22,msambweni_arm_1,2,0.0,30.6,24.3,39.0,,,,,,,2
2019-11-23,ukunda_dispensary_arm_1,2,,28.5,26.2,31.9,,,,,,,2
2019-11-23,msambweni_arm_1,2,6.1,29.5,24.7,37.2,,,,,,,2
2019-11-24,ukunda_dispensary_arm_1,2,,28.6,25.4,33.3,,,,,,,2
2019-11-24,msambweni_arm_1,2,0.0,30.8,24.2,39.7,,,,,,,2
2019-11-25,ukunda_arm_1,2,,30.8,25.3,36.1,,,,,,,2
2019-11-25,ukunda_dispensary_arm_1,2,,29.4,26.9,33.7,,,,,,,2
2019-11-25,msambweni_arm_1,2,0.5,29.3,23.3,37.7,,,,,,,2
2019-11-25,msambweni_insectar_arm_1,2,,32.1,31.6,32.6,70.4,68.2,72.5,26.1,25.9,26.5,2
2019-11-26,ukunda_arm_1,2,,29.9,24.4,39.0,,,,,,,2
2019-11-26,ukunda_dispensary_arm_1,2,,29.8,25.4,35.9,,,,,,,2
2019-11-26,msambweni_arm_1,2,0.0,31.3,24.4,42.2,,,,,,,2
2019-11-26,msambweni_insectar_arm_1,2,,30.9,29.7,32.0,72.8,69.0,74.4,25.5,24.5,26.8,2
2019-11-27,ukunda_arm_1,2,,29.2,24.7,37.3,,,,,,,2
2019-11-27,ukunda_dispensary_arm_1,2,,28.3,25.6,32.0,,,,,,,2
2019-11-27,msambweni_arm_1,2,0.0,30.1,25.4,39.7,,,,,,,2
2019-11-27,msambweni_insectar_arm_1,2,,30.4,29.4,31.2,72.9,68.5,75.7,25.0,24.2,26.0,2
2019-11-28,ukunda_arm_1,2,,29.7,24.2,37.8,,,,,,,2
2019-11-28,ukunda_dispensary_arm_1,2,,28.7,25.5,32.9,,,,,,,2
2019-11-28,msambweni_arm_1,2,0.0,30.3,23.5,38.6,,,,,,,2
2019-11-28,msambweni_insectar_arm_1,2,,30.0,29.0,31.0,75.5,72.4,79.6,25.2,24.2,26.3,2
2019-11-29,ukunda_arm_1,2,,30.2,24.0,39.6,,,,,,,2
2019-11-29,ukunda_dispensary_arm_1,2,,29.3,25.5,34.1,,,,,,,2
2019-11-29,msambweni_arm_1,2,0.0,30.8,23.7,39.3,,,,,,,2
2019-11-29,msambweni_insectar_arm_1,2,,30.3,29.0,31.5,74.6,70.8,77.7,25.3,24.4,26.3,2
2019-11-30,ukunda_arm_1,2,,30.1,24.4,39.7,,,,,,,2
2019-11-30,ukunda_dispensary_arm_1,2,,29.5,26.2,34.1,,,,,,,2
2019-11-30,msambweni_arm_1,2,0.0,31.4,24.8,39.7,,,,,,,2
2019-11-30,msambweni_insectar_arm_1,2,,30.7,29.5,31.7,75.7,73.1,80.3,25.9,25.0,26.7,2
2019-12-01,ukunda_arm_1,2,4.1,29.9,24.2,37.7,,,,,,,2
2019-12-01,ukunda_dispensary_arm_1,2,,29.4,25.7,33.3,,,,,,,2
2019-12-01,msambweni_arm_1,2,0.8,31.4,24.5,39.5,,,,,,,2
2019-12-01,msambweni_insectar_arm_1,2,,30.8,29.7,31.8,76.0,73.8,79.2,26.1,25.1,27.0,2
2019-12-02,ukunda_arm_1,2,1.8,29.0,23.0,36.4,,,,,,,2
2019-12-02,ukunda_dispensary_arm_1,2,,28.8,24.7,33.2,,,,,,,2
2019-12-02,msambweni_arm_1,2,43.4,28.9,23.0,36.4,,,,,,,2
2019-12-02,msambweni_insectar_arm_1,2,,29.6,28.5,31.1,76.8,73.1,81.9,25.1,23.8,26.1,2
2019-12-03,ukunda_arm_1,2,0.0,29.7,24.2,37.3,,,,,,,2
2019-12-03,ukunda_dispensary_arm_1,2,,29.3,25.6,34.6,,,,,,,2
2019-12-03,msambweni_arm_1,2,0.0,30.2,24.1,36.9,,,,,,,2
2019-12-03,msambweni_insectar_arm_1,2,,30.9,28.9,32.5,72.3,68.0,77.2,25.4,24.5,26.2,2
2019-12-04,kisumu_arm_1,2,0.5,,,,,,,,,,2
2019-12-04,ukunda_arm_1,2,0.0,29.8,24.0,38.2,,,,,,,2
2019-12-04,ukunda_dispensary_arm_1,2,,29.8,25.7,35.0,,,,,,,2
