date_collected,redcap_event_name,date_collected_complete,rainfall_hobo,temp_mean_hobo,temp_min_hobo,temp_max_hobo,rh_mean_hobo,rh_min_hobo,rh_max_hobo,dewpt_mean_hobo,dewpt_min_hobo,dewpt_max_hobo,hobo_complete
2020-02-22,msambweni_arm_1,2,0.0,32.5,26.3,40.4,,,,,,,2
2020-02-22,msambweni_insectar_arm_1,2,,33.0,31.2,34.5,66.2,62.0,70.2,25.9,25.0,26.7,2
2020-02-23,kisumu_arm_1,2,0.0,28.1,21.5,36.9,56.6,28.3,79.7,17.6,14.8,20.4,2
2020-02-23,ukunda_arm_1,2,,30.6,25.7,37.7,,,,,,,2
2020-02-23,ukunda_dispensary_arm_1,2,,29.4,27.1,31.9,,,,,,,2
2020-02-23,msambweni_arm_1,2,0.0,32.6,27.1,40.9,,,,,,,2
2020-02-23,msambweni_insectar_arm_1,2,,32.8,31.4,33.8,66.6,63.3,71.1,25.8,25.0,26.1,2
2020-02-24,kisumu_arm_1,2,0.0,28.6,22.9,37.6,45.9,20.6,69.2,14.6,10.5,20.0,2
2020-02-24,ukunda_arm_1,2,,31.0,25.5,39.6,,,,,,,2
2020-02-24,ukunda_dispensary_arm_1,2,,29.7,27.0,34.0,,,,,,,2
2020-02-24,msambweni_arm_1,2,0.0,32.6,26.1,40.5,,,,,,,2
2020-02-24,msambweni_insectar_arm_1,2,,32.8,31.5,34.1,66.3,62.7,69.8,25.7,24.8,26.2,2
2020-02-25,kisumu_arm_1,2,0.8,27.0,22.0,34.5,56.1,32.0,82.9,16.9,13.9,19.7,2
2020-02-25,ukunda_arm_1,2,,31.5,26.2,40.1,,,,,,,2
2020-02-25,ukunda_dispensary_arm_1,2,,30.0,27.5,34.2,,,,,,,2
2020-02-25,msambweni_arm_1,2,0.0,32.6,27.4,40.6,,,,,,,2
2020-02-25,msambweni_insectar_arm_1,2,,33.1,31.8,34.2,66.7,63.0,71.6,26.0,24.9,26.7,2
2020-02-26,kisumu_arm_1,2,3.3,26.5,22.3,33.0,65.4,35.7,84.7,18.8,15.8,21.6,2
2020-02-26,ukunda_arm_1,2,,31.8,25.4,40.9,,,,,,,2
2020-02-26,ukunda_dispensary_arm_1,2,,30.3,27.0,34.6,,,,,,,2
2020-02-26,msambweni_arm_1,2,0.0,32.8,26.2,41.3,,,,,,,2
2020-02-26,msambweni_insectar_arm_1,2,,33.2,31.7,34.2,66.2,62.3,69.7,26.0,25.2,26.6,2
2020-02-27,kisumu_arm_1,2,0.3,25.6,21.8,34.5,66.6,35.8,81.1,18.5,17.2,20.3,2
2020-02-27,ukunda_arm_1,2,,31.8,24.9,40.8,,,,,,,2
2020-02-27,ukunda_dispensary_arm_1,2,,30.5,26.7,35.4,,,,,,,2
2020-02-27,msambweni_arm_1,2,0.3,32.4,25.1,41.6,,,,,,,2
2020-02-27,msambweni_insectar_arm_1,2,,33.6,32.2,34.7,64.9,61.8,67.9,26.1,25.3,27.0,2
2020-02-28,kisumu_arm_1,2,0.3,25.8,20.8,33.4,67.2,40.0,84.7,18.7,16.9,20.6,2
2020-02-28,ukunda_arm_1,2,,31.2,26.0,41.0,,,,,,,2
2020-02-28,ukunda_dispensary_arm_1,2,,30.5,27.5,35.5,,,,,,,2
2020-02-28,msambweni_arm_1,2,0.0,32.6,26.9,40.6,,,,,,,2
2020-02-28,msambweni_insectar_arm_1,2,,33.5,31.9,35.0,64.6,60.1,68.2,26.0,25.3,26.5,2
2020-02-29,kisumu_arm_1,2,0.0,26.3,21.0,34.5,64.2,32.0,85.7,18.3,15.4,20.0,2
2020-02-29,ukunda_arm_1,2,,31.5,25.6,40.2,,,,,,,2
2020-02-29,ukunda_dispensary_arm_1,2,,30.5,27.4,34.4,,,,,,,2
2020-02-29,msambweni_arm_1,2,0.0,32.6,27.1,40.6,,,,,,,2
2020-02-29,msambweni_insectar_arm_1,2,,33.0,31.9,33.6,69.1,66.1,71.6,26.6,25.6,27.0,2
2020-03-01,kisumu_arm_1,2,2.5,25.6,22.4,33.5,69.7,37.5,84.7,19.3,17.1,20.3,2
2020-03-01,ukunda_arm_1,2,,30.5,23.3,39.0,,,,,,,2
2020-03-01,ukunda_dispensary_arm_1,2,,29.9,23.8,35.0,,,,,,,2
2020-03-01,msambweni_arm_1,2,60.5,31.8,25.6,42.5,,,,,,,2
2020-03-01,msambweni_insectar_arm_1,2,,33.4,31.7,34.8,67.2,64.3,72.6,26.5,25.2,27.9,2
2020-03-02,kisumu_arm_1,2,3.0,24.1,20.7,31.9,72.9,44.2,90.5,18.6,17.0,20.3,2
2020-03-02,ukunda_arm_1,2,,25.9,23.4,38.3,,,,,,,2
2020-03-02,ukunda_dispensary_arm_1,2,,25.9,24.3,33.1,,,,,,,2
2020-03-02,msambweni_arm_1,2,5.3,25.8,23.5,36.8,,,,,,,2
2020-03-02,msambweni_insectar_arm_1,2,,29.0,28.0,30.9,76.1,68.9,84.6,24.4,23.5,25.9,2
2020-03-03,kisumu_arm_1,2,17.0,20.8,19.6,23.0,81.6,72.4,85.2,17.5,16.6,18.3,2
2020-03-03,ukunda_arm_1,2,,31.3,26.6,37.7,,,,,,,2
2020-03-03,ukunda_dispensary_arm_1,2,,30.3,27.6,33.8,,,,,,,2
2020-03-03,msambweni_arm_1,2,0.0,31.9,26.9,39.3,,,,,,,2
2020-03-03,msambweni_insectar_arm_1,2,,31.1,29.4,32.2,77.0,72.5,82.7,26.6,26.0,27.3,2
2020-03-04,kisumu_arm_1,2,0.5,23.5,20.1,29.8,74.2,47.6,89.1,18.4,16.3,21.2,2
2020-03-04,ukunda_arm_1,2,,28.5,22.6,37.6,,,,,,,2
2020-03-04,ukunda_dispensary_arm_1,2,,28.1,24.4,34.3,,,,,,,2
2020-03-04,msambweni_arm_1,2,0.0,29.8,22.9,38.2,,,,,,,2
2020-03-04,msambweni_insectar_arm_1,2,,30.2,27.9,33.1,70.9,63.3,78.8,24.4,22.1,27.5,2
2020-03-05,kisumu_arm_1,2,0.0,24.9,19.5,32.8,63.8,31.5,87.8,16.6,13.7,18.7,2
2020-03-05,ukunda_arm_1,2,,29.8,25.7,35.6,,,,,,,2
2020-03-05,ukunda_dispensary_arm_1,2,,28.8,26.6,32.5,,,,,,,2
2020-03-05,msambweni_arm_1,2,0.0,30.0,26.0,36.6,,,,,,,2
2020-03-05,msambweni_insectar_arm_1,2,,30.4,29.4,31.2,73.3,67.6,80.7,25.1,23.9,26.3,2
2020-03-06,kisumu_arm_1,2,0.0,25.6,19.9,34.9,62.2,31.0,85.7,17.0,14.7,19.1,2
2020-03-06,ukunda_arm_1,2,,31.1,24.7,39.0,,,,,,,2
2020-03-06,ukunda_dispensary_arm_1,2,,30.2,26.3,35.2,,,,,,,2
2020-03-06,msambweni_arm_1,2,0.0,31.3,25.3,37.9,,,,,,,2
2020-03-06,msambweni_insectar_arm_1,2,,31.3,29.5,33.1,71.6,66.8,75.5,25.6,23.8,27.0,2
2020-03-07,kisumu_arm_1,2,11.2,26.2,21.4,35.0,60.1,28.6,81.1,17.0,14.1,18.5,2
2020-03-07,ukunda_arm_1,2,,31.0,26.0,38.5,,,,,,,2
2020-03-07,ukunda_dispensary_arm_1,2,,30.1,27.2,33.5,,,,,,,2
2020-03-07,msambweni_arm_1,2,0.0,31.7,26.4,39.3,,,,,,,2
2020-03-07,msambweni_insectar_arm_1,2,,30.9,30.0,31.9,75.0,68.6,81.0,26.0,24.8,27.2,2
2020-03-08,kisumu_arm_1,2,2.5,25.4,21.8,33.7,66.2,33.6,87.3,18.0,14.2,20.4,2
2020-03-08,ukunda_arm_1,2,,31.3,25.7,39.7,,,,,,,2
2020-03-08,ukunda_dispensary_arm_1,2,,30.5,27.2,34.8,,,,,,,2
2020-03-08,msambweni_arm_1,2,0.0,31.8,25.7,41.3,,,,,,,2
2020-03-08,msambweni_insectar_arm_1,2,,32.0,30.4,33.1,73.0,68.8,80.6,26.5,25.8,27.4,2
2020-03-09,kisumu_arm_1,2,13.2,23.6,19.7,30.8,77.3,53.8,92.0,19.1,17.9,20.3,2
2020-03-09,ukunda_arm_1,2,,31.1,26.1,39.2,,,,,,,2
2020-03-09,ukunda_dispensary_arm_1,2,,30.5,27.5,34.8,,,,,,,2
2020-03-09,msambweni_arm_1,2,0.0,31.9,26.1,41.6,,,,,,,2
2020-03-09,msambweni_insectar_arm_1,2,,32.4,30.3,34.2,72.2,68.2,77.6,26.8,25.8,27.7,2
2020-03-10,kisumu_arm_1,2,0.0,24.2,18.7,32.2,72.1,40.6,92.8,18.2,16.3,19.6,2
2020-03-10,ukunda_arm_1,2,,29.8,25.6,38.3,,,,,,,2
2020-03-10,ukunda_dispensary_arm_1,2,,29.4,27.0,33.6,,,,,,,2
2020-03-10,msambweni_arm_1,2,0.0,31.1,25.5,39.6,,,,,,,2
2020-03-10,msambweni_insectar_arm_1,2,,31.9,30.2,33.3,72.2,68.2,76.8,26.3,25.4,27.1,2
2020-03-11,kisumu_arm_1,2,9.9,25.8,20.3,33.8,69.4,36.1,89.1,19.1,16.8,20.9,2
2020-03-11,ukunda_arm_1,2,,30.4,25.4,39.0,,,,,,,2
2020-03-11,ukunda_dispensary_arm_1,2,,29.6,26.7,33.7,,,,,,,2
2020-03-11,msambweni_arm_1,2,5.3,31.0,25.8,41.7,,,,,,,2
2020-03-11,msambweni_insectar_arm_1,2,,31.9,30.1,33.8,74.1,68.2,80.3,26.7,25.9,27.5,2
2020-03-12,kisumu_arm_1,2,2.3,24.4,19.9,31.9,76.1,45.5,93.8,19.5,18.7,21.1,2
2020-03-12,ukunda_arm_1,2,,31.3,25.5,40.1,,,,,,,2
2020-03-12,ukunda_dispensary_arm_1,2,,30.2,27.2,34.2,,,,,,,2
2020-03-12,msambweni_arm_1,2,0.3,30.8,25.4,37.9,,,,,,,2
2020-03-12,msambweni_insectar_arm_1,2,,31.8,30.2,33.6,73.5,65.9,79.8,26.5,25.6,27.8,2
2020-03-13,kisumu_arm_1,2,107.7,23.7,19.6,30.6,78.5,52.0,96.9,19.4,17.9,20.6,2
2020-03-13,ukunda_arm_1,2,,31.1,25.7,38.7,,,,,,,2
2020-03-13,ukunda_dispensary_arm_1,2,,30.0,26.8,34.1,,,,,,,2
2020-03-13,msambweni_arm_1,2,3.0,32.1,26.4,39.2,,,,,,,2
2020-03-13,msambweni_insectar_arm_1,2,,32.1,30.5,33.7,72.9,65.6,80.6,26.6,26.3,27.2,2
2020-03-14,kisumu_arm_1,2,0.0,24.0,20.3,31.1,76.5,52.9,92.8,19.3,17.3,20.7,2
2020-03-14,ukunda_arm_1,2,,30.0,26.0,38.3,,,,,,,2
2020-03-14,ukunda_dispensary_arm_1,2,,28.9,27.0,32.1,,,,,,,2
2020-03-14,msambweni_arm_1,2,0.0,31.2,26.5,38.8,,,,,,,2
2020-03-14,msambweni_insectar_arm_1,2,,31.4,30.1,32.3,76.2,73.1,81.0,26.7,25.7,28.0,2
2020-03-15,kisumu_arm_1,2,0.0,25.9,20.9,33.2,70.4,41.8,89.1,19.7,18.5,21.0,2
2020-03-15,ukunda_arm_1,2,,31.6,26.8,38.7,,,,,,,2
2020-03-15,ukunda_dispensary_arm_1,2,,30.3,27.9,34.0,,,,,,,2
2020-03-15,msambweni_arm_1,2,0.5,32.2,27.1,38.7,,,,,,,2
2020-03-15,msambweni_insectar_arm_1,2,,31.9,30.5,33.0,76.0,72.3,80.3,27.2,26.6,27.9,2
2020-03-16,kisumu_arm_1,2,12.4,24.4,20.5,30.3,76.7,53.9,92.1,19.8,18.1,21.5,2
2020-03-16,ukunda_arm_1,2,,31.3,27.2,39.7,,,,,,,2
2020-03-16,ukunda_dispensary_arm_1,2,,30.3,27.7,34.3,,,,,,,2
2020-03-16,msambweni_arm_1,2,6.9,31.7,27.7,39.4,,,,,,,2
2020-03-16,msambweni_insectar_arm_1,2,,32.3,30.8,33.8,75.1,69.5,83.1,27.4,25.9,28.1,2
2020-03-17,kisumu_arm_1,2,0.0,24.4,21.1,31.3,74.7,46.5,93.8,19.2,16.9,21.1,2
2020-03-17,ukunda_arm_1,2,,27.2,24.9,34.5,,,,,,,2
2020-03-17,ukunda_dispensary_arm_1,2,,27.2,25.8,30.6,,,,,,,2
2020-03-17,msambweni_arm_1,2,4.3,29.0,25.3,36.3,,,,,,,2
2020-03-17,msambweni_insectar_arm_1,2,,30.6,29.2,32.1,78.5,73.6,84.1,26.4,25.7,27.2,2
2020-03-18,kisumu_arm_1,2,14.7,23.8,19.6,32.0,73.9,37.3,89.8,18.3,15.6,20.5,2
2020-03-18,ukunda_arm_1,2,,30.6,25.6,38.5,,,,,,,2
2020-03-18,ukunda_dispensary_arm_1,2,,29.5,26.6,33.3,,,,,,,2
2020-03-18,msambweni_arm_1,2,21.8,31.3,24.9,40.4,,,,,,,2
2020-03-18,msambweni_insectar_arm_1,2,,30.9,29.3,32.5,78.2,74.7,85.1,26.7,25.4,27.7,2
2020-03-19,kisumu_arm_1,2,3.0,24.0,19.7,30.2,75.4,46.5,93.7,19.0,17.4,20.6,2
2020-03-19,ukunda_arm_1,2,,31.1,24.5,38.8,,,,,,,2
2020-03-19,ukunda_dispensary_arm_1,2,,29.6,25.5,34.3,,,,,,,2
2020-03-19,msambweni_arm_1,2,0.0,32.1,26.4,39.7,,,,,,,2
2020-03-19,msambweni_insectar_arm_1,2,,31.2,29.9,32.3,77.4,71.8,85.1,26.8,25.9,27.9,2
2020-03-20,kisumu_arm_1,2,7.1,24.4,19.0,32.6,72.6,37.8,94.7,18.4,16.2,20.3,2
2020-03-20,ukunda_arm_1,2,,30.5,25.3,38.4,,,,,,,2
2020-03-20,ukunda_dispensary_arm_1,2,,29.7,26.6,33.5,,,,,,,2
2020-03-20,msambweni_arm_1,2,2.8,32.1,25.6,40.4,,,,,,,2
2020-03-20,msambweni_insectar_arm_1,2,,31.8,30.0,33.5,73.5,67.6,80.3,26.5,25.6,27.3,2
2020-03-21,kisumu_arm_1,2,0.0,24.9,19.2,33.0,70.2,36.5,92.0,18.2,15.2,20.7,2
2020-03-21,ukunda_arm_1,2,,38.0,37.9,38.0,,,,,,,2
2020-03-21,ukunda_dispensary_arm_1,2,,29.1,26.6,33.8,,,,,,,2
2020-03-21,msambweni_arm_1,2,0.0,28.9,25.9,36.5,,,,,,,2
2020-03-21,msambweni_insectar_arm_1,2,,30.6,30.1,31.7,76.0,73.8,78.9,25.9,25.4,26.5,2
2020-03-22,kisumu_arm_1,2,15.0,25.2,19.6,33.3,63.5,24.0,87.3,16.6,9.6,20.6,2
2020-03-22,ukunda_dispensary_arm_1,2,,29.8,26.6,34.5,,,,,,,2
2020-03-22,msambweni_arm_1,2,0.0,31.9,26.1,40.6,,,,,,,2
2020-03-22,msambweni_insectar_arm_1,2,,31.5,29.9,33.2,70.2,61.9,77.7,25.4,24.0,26.8,2
2020-03-23,kisumu_arm_1,2,5.8,23.8,18.5,31.5,73.6,44.0,91.2,18.2,16.0,20.5,2
2020-03-23,ukunda_dispensary_arm_1,2,,29.4,26.1,33.0,,,,,,,2
2020-03-23,msambweni_arm_1,2,0.3,30.7,25.4,37.1,,,,,,,2
2020-03-23,msambweni_insectar_arm_1,2,,30.7,29.6,32.0,73.8,70.7,75.6,25.5,24.3,26.6,2
2020-03-24,kisumu_arm_1,2,0.8,24.4,19.7,32.2,74.9,43.6,94.8,19.2,17.3,20.6,2
2020-03-24,ukunda_dispensary_arm_1,2,,29.1,26.0,34.1,,,,,,,2
2020-03-24,msambweni_arm_1,2,0.0,29.8,25.3,35.4,,,,,,,2
2020-03-24,msambweni_insectar_arm_1,2,,30.4,29.2,31.5,74.2,71.9,77.3,25.3,24.0,26.2,2
2020-03-25,kisumu_arm_1,2,24.1,22.9,19.9,31.0,79.7,45.7,94.7,18.9,17.6,20.3,2
2020-03-25,ukunda_dispensary_arm_1,2,,29.1,26.6,33.8,,,,,,,2
2020-03-25,msambweni_arm_1,2,0.0,30.3,26.0,37.3,,,,,,,2
2020-03-25,msambweni_insectar_arm_1,2,,30.2,29.3,31.0,74.4,70.3,80.3,25.2,24.3,26.0,2
2020-03-26,kisumu_arm_1,2,13.5,23.4,19.4,30.2,77.4,47.0,96.9,18.8,17.0,20.2,2
2020-03-26,ukunda_dispensary_arm_1,2,,29.5,25.4,34.5,,,,,,,2
2020-03-26,msambweni_arm_1,2,45.2,31.3,24.1,40.1,,,,,,,2
2020-03-26,msambweni_insectar_arm_1,2,,31.5,29.1,32.7,73.0,69.5,77.7,26.1,24.5,27.0,2
2020-03-27,kisumu_arm_1,2,37.6,24.0,19.9,32.7,72.6,36.4,93.7,18.2,15.5,19.8,2
2020-03-27,ukunda_dispensary_arm_1,2,,27.7,25.4,30.8,,,,,,,2
2020-03-27,msambweni_arm_1,2,0.0,29.5,25.3,39.4,,,,,,,2
2020-03-27,msambweni_insectar_arm_1,2,,29.9,28.8,30.9,76.9,69.5,80.7,25.4,24.5,26.2,2
2020-03-28,kisumu_arm_1,2,24.1,22.4,19.2,28.1,81.6,53.0,94.7,18.8,17.0,19.7,2
2020-03-28,ukunda_dispensary_arm_1,2,,29.0,25.9,33.1,,,,,,,2
2020-03-28,msambweni_arm_1,2,0.0,31.6,25.2,40.6,,,,,,,2
2020-03-28,msambweni_insectar_arm_1,2,,30.5,28.9,31.9,74.9,72.1,80.0,25.6,23.6,26.8,2
2020-03-29,kisumu_arm_1,2,8.4,22.7,19.0,28.5,78.8,49.0,96.9,18.4,16.3,20.0,2
2020-03-29,ukunda_dispensary_arm_1,2,,30.0,26.3,34.9,,,,,,,2
2020-03-29,msambweni_arm_1,2,0.0,31.6,25.2,40.6,,,,,,,2
2020-03-29,msambweni_insectar_arm_1,2,,30.6,29.2,32.3,74.2,66.8,77.3,25.5,24.1,26.4,2
2020-03-30,kisumu_arm_1,2,0.0,23.9,18.6,32.3,72.3,38.7,93.7,18.1,16.5,19.4,2
2020-03-30,ukunda_dispensary_arm_1,2,,30.1,27.3,33.8,,,,,,,2
2020-03-30,msambweni_arm_1,2,0.0,31.5,27.2,37.7,,,,,,,2
2020-03-30,msambweni_insectar_arm_1,2,,31.1,29.9,32.5,74.8,69.9,80.3,26.1,25.4,26.7,2
2020-03-31,kisumu_arm_1,2,0.0,24.7,19.1,32.4,71.8,42.1,91.2,18.7,17.6,20.5,2
2020-03-31,ukunda_dispensary_arm_1,2,,30.0,27.3,34.4,,,,,,,2
2020-03-31,msambweni_arm_1,2,0.0,31.9,26.6,39.7,,,,,,,2
2020-03-31,msambweni_insectar_arm_1,2,,31.8,30.2,33.2,74.6,70.2,80.3,26.7,25.6,28.0,2
2020-04-01,kisumu_arm_1,2,0.0,25.1,19.9,33.2,70.4,42.4,90.5,18.7,15.7,20.4,2
2020-04-01,ukunda_dispensary_arm_1,2,,30.3,27.2,34.8,,,,,,,2
2020-04-01,msambweni_arm_1,2,0.0,32.5,27.8,40.4,,,,,,,2
2020-04-01,msambweni_insectar_arm_1,2,,32.4,30.7,34.1,72.4,66.2,78.8,26.8,26.1,27.8,2
2020-04-02,kisumu_arm_1,2,0.0,25.3,19.2,32.9,66.0,35.8,86.2,17.7,15.1,20.9,2
2020-04-02,ukunda_dispensary_arm_1,2,,29.4,25.7,34.3,,,,,,,2
2020-04-02,msambweni_arm_1,2,3.6,31.6,25.6,40.8,,,,,,,2
2020-04-02,msambweni_insectar_arm_1,2,,32.1,29.7,34.5,73.2,66.8,79.9,26.7,24.9,28.2,2
2020-04-03,kisumu_arm_1,2,0.0,26.1,20.5,33.4,64.7,31.7,89.1,18.0,13.6,20.2,2
2020-04-03,ukunda_dispensary_arm_1,2,,28.0,26.1,31.2,,,,,,,2
2020-04-03,msambweni_arm_1,2,0.0,28.4,25.4,32.6,,,,,,,2
2020-04-03,msambweni_insectar_arm_1,2,,29.4,28.4,30.3,79.3,76.8,83.2,25.5,24.7,26.3,2
2020-04-04,kisumu_arm_1,2,0.0,26.0,20.3,33.5,65.4,36.8,86.7,18.4,15.5,20.0,2
2020-04-04,ukunda_dispensary_arm_1,2,,28.6,26.2,31.9,,,,,,,2
2020-04-04,msambweni_arm_1,2,1.0,30.6,25.0,40.0,,,,,,,2
2020-04-04,msambweni_insectar_arm_1,2,,30.3,29.0,31.7,76.6,71.9,83.2,25.8,24.8,27.1,2
2020-04-05,kisumu_arm_1,2,0.0,26.0,21.0,33.7,64.5,36.0,87.3,18.1,14.9,20.3,2
2020-04-05,ukunda_dispensary_arm_1,2,,28.9,26.3,32.1,,,,,,,2
2020-04-05,msambweni_arm_1,2,0.0,31.0,25.7,39.8,,,,,,,2
2020-04-05,msambweni_insectar_arm_1,2,,30.3,29.2,31.4,75.2,71.4,80.3,25.5,25.0,26.2,2
2020-04-06,kisumu_arm_1,2,4.8,25.1,20.5,33.2,67.7,34.9,84.3,18.1,15.7,21.4,2
2020-04-06,ukunda_dispensary_arm_1,2,,29.8,26.3,34.7,,,,,,,2
2020-04-06,msambweni_arm_1,2,34.8,31.7,24.9,41.0,,,,,,,2
2020-04-06,msambweni_insectar_arm_1,2,,31.4,29.3,33.4,72.5,64.9,84.1,25.8,24.5,26.7,2
2020-04-07,kisumu_arm_1,2,3.0,25.6,20.6,34.1,65.3,36.2,87.8,17.9,15.8,19.9,2
2020-04-07,ukunda_dispensary_arm_1,2,,29.3,26.6,33.8,,,,,,,2
2020-04-07,msambweni_arm_1,2,10.4,30.9,25.6,40.3,,,,,,,2
2020-04-07,msambweni_insectar_arm_1,2,,30.6,29.2,31.6,78.9,75.3,83.6,26.5,25.1,27.7,2
2020-04-08,kisumu_arm_1,2,0.0,26.3,19.9,34.7,62.3,31.2,86.2,17.6,14.3,19.9,2
2020-04-08,ukunda_dispensary_arm_1,2,,29.5,26.1,34.1,,,,,,,2
2020-04-08,msambweni_arm_1,2,10.2,31.1,24.8,40.4,,,,,,,2
2020-04-08,msambweni_insectar_arm_1,2,,31.1,29.2,32.4,75.3,69.9,81.5,26.2,25.2,27.6,2
2020-04-09,kisumu_arm_1,2,0.0,26.2,20.4,34.1,59.9,33.9,79.6,17.1,15.1,19.2,2
2020-04-09,ukunda_dispensary_arm_1,2,,28.8,24.6,33.7,,,,,,,2
2020-04-09,msambweni_arm_1,2,16.8,30.1,24.5,36.9,,,,,,,2
2020-04-09,msambweni_insectar_arm_1,2,,30.4,28.0,32.0,77.3,73.1,81.9,25.9,24.5,27.4,2
2020-04-10,kisumu_arm_1,2,0.0,26.5,20.7,34.6,57.0,30.8,79.8,16.6,14.7,18.2,2
2020-04-10,ukunda_dispensary_arm_1,2,,26.8,25.1,29.8,,,,,,,2
2020-04-10,msambweni_arm_1,2,12.4,27.8,25.1,33.3,,,,,,,2
2020-04-10,msambweni_insectar_arm_1,2,,28.1,27.5,29.1,80.7,74.8,86.2,24.5,23.2,25.9,2
2020-04-11,kisumu_arm_1,2,10.7,26.0,20.9,34.4,63.6,32.3,86.7,17.9,15.5,21.6,2
2020-04-11,ukunda_dispensary_arm_1,2,,25.4,24.7,26.0,,,,,,,2
2020-04-11,msambweni_arm_1,2,20.6,25.2,24.2,26.6,,,,,,,2
2020-04-11,msambweni_insectar_arm_1,2,,27.1,26.2,27.7,88.7,86.2,92.3,25.1,24.5,25.8,2
2020-04-12,kisumu_arm_1,2,29.0,23.6,19.0,32.1,79.5,46.0,100.0,19.4,16.6,20.5,2
2020-04-12,ukunda_dispensary_arm_1,2,,25.5,24.4,27.8,,,,,,,2
2020-04-12,msambweni_arm_1,2,35.8,25.5,23.7,30.0,,,,,,,2
2020-04-12,msambweni_insectar_arm_1,2,,26.3,25.8,26.9,91.0,88.5,94.1,24.8,23.8,25.5,2
2020-04-13,kisumu_arm_1,2,26.7,22.8,20.0,30.5,85.7,56.3,98.2,20.0,18.2,22.0,2
2020-04-13,ukunda_dispensary_arm_1,2,,28.0,25.9,31.2,,,,,,,2
2020-04-13,msambweni_arm_1,2,19.1,28.5,24.4,33.1,,,,,,,2
2020-04-13,msambweni_insectar_arm_1,2,,27.7,26.5,28.5,87.8,85.1,90.7,25.5,24.7,26.1,2
2020-04-14,kisumu_arm_1,2,12.4,22.6,19.8,29.9,84.5,54.8,98.2,19.6,18.2,21.2,2
2020-04-14,ukunda_dispensary_arm_1,2,,29.0,26.0,32.9,,,,,,,2
2020-04-14,msambweni_arm_1,2,0.0,30.0,25.4,35.1,,,,,,,2
2020-04-14,msambweni_insectar_arm_1,2,,28.8,27.6,29.9,83.3,79.9,86.2,25.7,24.5,26.6,2
2020-04-15,kisumu_arm_1,2,1.5,23.8,19.8,32.1,75.3,38.6,94.7,18.6,16.3,20.0,2
2020-04-15,ukunda_dispensary_arm_1,2,,28.6,26.2,32.1,,,,,,,2
2020-04-15,msambweni_arm_1,2,2.0,29.3,24.9,35.0,,,,,,,2
2020-04-15,msambweni_insectar_arm_1,2,,29.1,27.8,30.3,81.1,79.0,83.6,25.5,24.5,26.5,2
2020-04-16,kisumu_arm_1,2,7.6,24.6,20.2,32.2,72.4,43.7,92.0,18.7,17.0,19.7,2
2020-04-16,ukunda_dispensary_arm_1,2,,27.5,25.7,29.9,,,,,,,2
2020-04-16,msambweni_arm_1,2,13.2,27.6,24.9,30.8,,,,,,,2
2020-04-16,msambweni_insectar_arm_1,2,,28.2,27.1,29.0,82.0,78.3,88.6,24.8,24.1,25.5,2
2020-04-17,kisumu_arm_1,2,9.4,24.1,20.3,32.9,77.3,40.6,93.8,19.4,17.7,20.2,2
2020-04-17,ukunda_dispensary_arm_1,2,,27.7,25.4,31.1,,,,,,,2
2020-04-17,msambweni_arm_1,2,3.8,28.0,24.6,32.7,,,,,,,2
2020-04-17,msambweni_insectar_arm_1,2,,28.1,26.7,29.0,84.9,80.0,89.3,25.3,24.4,26.2,2
2020-04-18,kisumu_arm_1,2,54.4,22.3,19.4,28.4,80.2,56.1,94.7,18.5,16.9,20.3,2
2020-04-18,ukunda_dispensary_arm_1,2,,25.7,24.8,27.2,,,,,,,2
2020-04-18,msambweni_arm_1,2,18.8,25.1,24.4,26.7,,,,,,,2
2020-04-18,msambweni_insectar_arm_1,2,,26.3,25.9,26.9,90.9,89.2,92.3,24.7,24.3,25.1,2
2020-04-19,kisumu_arm_1,2,15.7,23.0,18.9,28.7,79.6,48.4,98.2,18.8,16.6,20.3,2
2020-04-19,ukunda_dispensary_arm_1,2,,25.2,23.9,26.8,,,,,,,2
2020-04-19,msambweni_arm_1,2,27.4,25.2,24.1,26.6,,,,,,,2
2020-04-19,msambweni_insectar_arm_1,2,,26.5,25.9,26.9,90.6,87.9,93.2,24.8,24.2,25.4,2
2020-04-20,kisumu_arm_1,2,25.1,22.1,19.3,27.4,83.4,59.9,95.8,19.0,18.3,19.8,2
2020-04-20,ukunda_dispensary_arm_1,2,,27.7,25.1,29.9,,,,,,,2
2020-04-20,msambweni_arm_1,2,0.3,28.3,24.3,33.0,,,,,,,2
2020-04-20,msambweni_insectar_arm_1,2,,27.8,26.7,28.6,85.3,83.2,91.5,25.1,24.0,25.9,2
2020-04-21,kisumu_arm_1,2,0.3,23.1,19.1,29.2,79.1,52.9,96.9,19.0,18.0,19.8,2
2020-04-21,ukunda_dispensary_arm_1,2,,28.7,26.3,32.4,,,,,,,2
2020-04-21,msambweni_arm_1,2,0.8,30.0,25.7,37.6,,,,,,,2
2020-04-21,msambweni_insectar_arm_1,2,,29.3,28.2,30.3,81.7,76.6,86.2,25.9,24.8,26.4,2
2020-04-22,kisumu_arm_1,2,20.1,23.2,19.0,30.2,81.1,53.2,99.6,19.5,18.1,20.5,2
2020-04-22,ukunda_dispensary_arm_1,2,,27.9,25.4,31.5,,,,,,,2
2020-04-22,msambweni_arm_1,2,38.9,28.2,23.3,35.1,,,,,,,2
