"","Site","Environment","Date","prop_mean"
"730","Ukunda","Non-Household",2021-03-15,1
"731","Ukunda","Non-Household",2021-03-16,0
"732","Ukunda","Non-Household",2021-03-17,0
"733","Ukunda","Non-Household",2021-03-18,0.1875
"734","Ukunda","Non-Household",2021-03-22,0
"735","Ukunda","Non-Household",2021-03-23,0
"736","Ukunda","Non-Household",2021-03-24,0
"737","Ukunda","Non-Household",2021-03-25,0.1875
"738","Ukunda","Non-Household",2021-03-29,0
"739","Ukunda","Non-Household",2021-03-30,0
"740","Ukunda","Non-Household",2021-03-31,0
"741","Ukunda","Non-Household",2021-04-01,0
"742","Ukunda","Non-Household",2021-04-02,0.714285714285714
"743","Ukunda","Non-Household",2021-04-05,0
"744","Ukunda","Non-Household",2021-04-06,0
"745","Ukunda","Non-Household",2021-04-07,0
"746","Ukunda","Non-Household",2021-04-08,0
"747","Ukunda","Non-Household",2021-04-09,0.5
"748","Ukunda","Non-Household",2021-04-12,1
"749","Ukunda","Non-Household",2021-04-13,0
"750","Ukunda","Non-Household",2021-04-14,0
"751","Ukunda","Non-Household",2021-04-15,0
"752","Ukunda","Non-Household",2021-04-16,0.25
"753","Ukunda","Non-Household",2021-04-19,0
"754","Ukunda","Non-Household",2021-04-20,0
"755","Ukunda","Non-Household",2021-04-21,0
"756","Ukunda","Non-Household",2021-04-22,0
"757","Ukunda","Non-Household",2021-04-23,0.375
"758","Ukunda","Non-Household",2021-04-26,0
"759","Ukunda","Non-Household",2021-04-27,0
"760","Ukunda","Non-Household",2021-04-28,0
"761","Ukunda","Non-Household",2021-04-30,0.571428571428571
"762","Ukunda","Non-Household",2021-05-03,0
"763","Ukunda","Non-Household",2021-05-04,0
"764","Ukunda","Non-Household",2021-05-05,0.5
"765","Ukunda","Non-Household",2021-05-06,0.5
"766","Ukunda","Non-Household",2021-05-07,0.125
"767","Ukunda","Non-Household",2021-05-10,1
"768","Ukunda","Non-Household",2021-05-11,0
"769","Ukunda","Non-Household",2021-05-12,0.5
"770","Ukunda","Non-Household",2021-05-13,0
"771","Ukunda","Non-Household",2021-05-14,0.875
"772","Ukunda","Non-Household",2021-05-17,0
"773","Ukunda","Non-Household",2021-05-18,0.5
"774","Ukunda","Non-Household",2021-05-19,0
"775","Ukunda","Non-Household",2021-05-20,0
"776","Ukunda","Non-Household",2021-05-21,0.625
"777","Ukunda","Non-Household",2021-05-24,0
"778","Ukunda","Non-Household",2021-05-25,0
"779","Ukunda","Non-Household",2021-05-26,0
"780","Ukunda","Non-Household",2021-05-28,0
"781","Ukunda","Non-Household",2021-05-31,0
"782","Ukunda","Non-Household",2021-06-02,0
"783","Ukunda","Non-Household",2021-06-05,0.75
"784","Ukunda","Non-Household",2021-06-07,1
"785","Ukunda","Non-Household",2021-06-08,0
"786","Ukunda","Non-Household",2021-06-09,0.25
"787","Ukunda","Non-Household",2021-06-11,0.375
"788","Ukunda","Non-Household",2021-06-14,0
"789","Ukunda","Non-Household",2021-06-15,0
"790","Ukunda","Non-Household",2021-06-16,0
"791","Ukunda","Non-Household",2021-06-18,0.5
"792","Ukunda","Non-Household",2021-06-21,0
"793","Ukunda","Non-Household",2021-06-22,0
"794","Ukunda","Non-Household",2021-06-25,0.571428571428571
"795","Ukunda","Non-Household",2021-06-28,0
"796","Ukunda","Non-Household",2021-06-29,0
"797","Ukunda","Non-Household",2021-06-30,0
"798","Ukunda","Non-Household",2021-07-02,0.5
"799","Ukunda","Non-Household",2021-07-05,1
"800","Ukunda","Non-Household",2021-07-06,0
"801","Ukunda","Non-Household",2021-07-07,0.25
"802","Ukunda","Non-Household",2021-07-09,0.25
"803","Ukunda","Non-Household",2021-07-12,0
"804","Ukunda","Non-Household",2021-07-13,0
"805","Ukunda","Non-Household",2021-07-15,0.375
"806","Ukunda","Non-Household",2021-07-18,0
"807","Ukunda","Non-Household",2021-07-19,0
"808","Ukunda","Non-Household",2021-07-20,0.428571428571429
"809","Ukunda","Non-Household",2021-07-26,0
"810","Ukunda","Non-Household",2021-07-27,0
"811","Ukunda","Non-Household",2021-07-28,0
"812","Ukunda","Non-Household",2021-07-30,0.375
"813","Ukunda","Non-Household",2021-08-01,0
"814","Ukunda","Non-Household",2021-08-02,0.666666666666667
"815","Ukunda","Non-Household",2021-08-03,0.25
"816","Ukunda","Non-Household",2021-08-06,0.571428571428571
"817","Ukunda","Non-Household",2021-08-09,0
"818","Ukunda","Non-Household",2021-08-10,0
"819","Ukunda","Non-Household",2021-08-11,0
"820","Ukunda","Non-Household",2021-08-12,0
"821","Ukunda","Non-Household",2021-08-13,0.714285714285714
"822","Ukunda","Non-Household",2021-08-23,0
"823","Ukunda","Non-Household",2021-08-24,0
"824","Ukunda","Non-Household",2021-08-27,0.571428571428571
"825","Ukunda","Non-Household",2021-08-30,0
"826","Ukunda","Non-Household",2021-08-31,0
"827","Ukunda","Non-Household",2021-09-03,0.75
"828","Ukunda","Non-Household",2021-09-06,0.166666666666667
"829","Ukunda","Non-Household",2021-09-07,0.25
"830","Ukunda","Non-Household",2021-09-10,0.625
"831","Ukunda","Non-Household",2021-09-13,0
"832","Ukunda","Non-Household",2021-09-14,0
"833","Ukunda","Non-Household",2021-09-17,0.75
"834","Ukunda","Non-Household",2021-09-20,0
"835","Ukunda","Non-Household",2021-09-21,0
"836","Ukunda","Non-Household",2021-09-24,0.285714285714286
"837","Ukunda","Non-Household",2021-09-27,0
"838","Ukunda","Non-Household",2021-09-28,0
"839","Ukunda","Non-Household",2021-10-01,0.5
"840","Ukunda","Non-Household",2021-10-04,0.666666666666667
"841","Ukunda","Non-Household",2021-10-05,0.25
"842","Ukunda","Non-Household",2021-10-08,0.375
"843","Ukunda","Non-Household",2021-10-12,0
"844","Ukunda","Non-Household",2021-10-13,0
"845","Ukunda","Non-Household",2021-10-16,0.375
"846","Ukunda","Non-Household",2021-10-18,0
"847","Ukunda","Non-Household",2021-10-19,0
"848","Ukunda","Non-Household",2021-10-22,0.571428571428571
"849","Ukunda","Non-Household",2021-10-25,0
"850","Ukunda","Non-Household",2021-10-26,0
"851","Ukunda","Non-Household",2021-10-29,0.875
"852","Ukunda","Non-Household",2021-11-01,0.666666666666667
"853","Ukunda","Non-Household",2021-11-02,0.2
"854","Ukunda","Non-Household",2021-11-05,0.375
"855","Ukunda","Non-Household",2021-11-08,0
"856","Ukunda","Non-Household",2021-11-09,0
"857","Ukunda","Non-Household",2021-11-12,0.375
"858","Ukunda","Non-Household",2021-11-15,0
"859","Ukunda","Non-Household",2021-11-16,0
"860","Ukunda","Non-Household",2021-11-19,0.428571428571429
"861","Ukunda","Non-Household",2021-11-22,0
"862","Ukunda","Non-Household",2021-11-23,0
"863","Ukunda","Non-Household",2021-11-26,0.625
"864","Ukunda","Non-Household",2021-11-29,0.666666666666667
"865","Ukunda","Non-Household",2021-11-30,0.25
"866","Ukunda","Non-Household",2021-12-03,0.5
"867","Ukunda","Non-Household",2021-12-06,0
"868","Ukunda","Non-Household",2021-12-07,0
"869","Ukunda","Non-Household",2021-12-10,0.5
"870","Ukunda","Non-Household",2021-12-14,0
"871","Ukunda","Non-Household",2021-12-17,0.714285714285714
"872","Ukunda","Non-Household",2022-01-03,0
"873","Ukunda","Non-Household",2022-01-04,0.333333333333333
"874","Ukunda","Non-Household",2022-01-07,0.875
"875","Ukunda","Non-Household",2022-01-10,0.666666666666667
"876","Ukunda","Non-Household",2022-01-11,0.25
"877","Ukunda","Non-Household",2022-01-14,0.5
"878","Ukunda","Non-Household",2022-01-17,0
"879","Ukunda","Non-Household",2022-01-18,0
"880","Ukunda","Non-Household",2022-01-21,0.5
"881","Ukunda","Non-Household",2022-01-24,0
"882","Ukunda","Non-Household",2022-01-25,0
"883","Ukunda","Non-Household",2022-01-28,0.285714285714286
